Ñù±¾id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14
sample_380,300,,405,700,21:00:00,38,21:15:00,80,22:40:00,100,23:40:00,102,0.2,0:40:00,104,1:40:00,104,0.2,300,3:30-4:00,50,10,5,4:30:00,70,5:00:00,75,14:00-14:30,370,3.5,3.5,14:30-16:30,16:30:00,65,22:00:00,45,22:00-23:30,0:30-2:00,,800,0.15,440
sample_1405,300,,405,700,15:00:00,21,,,16:00:00,100,17:00:00,102,0.2,18:00:00,103,19:00:00,104,0.2,300,20:0-20:30,40,10,5,20:30:00,70,21:00:00,78,5:30-6:30,310,3.5,3.5,6:30-7:30,7:30:00,60,12:00:00,40,12:0-13:30,14:0-15:30,,800,0.15,400
sample_1848,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400
sample_967,300,,405,700,2:30:00,21,,,4:00:00,100,5:00:00,103,0.2,6:00:00,102,7:00:00,105,0.2,300,7:10-7:30,30,9,5,7:45:00,70,8:15:00,78,8:15-9:15,260,3.5,3.5,9:15-10:15,10:15:00,56,15:20:00,45,15:30-16:50,17:10-18:40,,800,0.15,400
sample_1618,300,,405,700,11:00:00,24,,,12:30:00,100,13:30:00,101,0.2,14:30:00,101,15:30:00,103,0.2,300,16:00-16:30,50,10,5,17:00:00,70,17:30:00,78,18:00-19:00,350,3.5,3.5,19:00-20:30,20:30:00,65,23:00:00,45,2:00-4:00,5:00-7:00,,800,0.15,400
sample_1176,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,102,0.2,10:00:00,103,11:00:00,104,0.2,200,11:00-12:00,50,9,5,12:00:00,75,13:00:00,75,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,78,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400
sample_579,300,,405,700,1:00:00,29,,,3:00:00,102,4:00:00,103,0.2,5:00:00,104,6:00:00,105,0.2,200,6:00-7:00,50,9,5,7:00:00,80,8:00:00,75,8:00-9:00,320,3.5,3.5,9:00-10:00,10:00:00,80,12:00:00,45,12:00-13:30,13:30-15:00,15:00-16:00,1200,0.15,420
sample_261,300,,405,700,21:00:00,27,,,23:00:00,102,0:00:00,104,0.2,1:00:00,105,2:00:00,106,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,440
sample_1452,300,,405,700,10:30:00,21,,,12:00:00,100,13:00:00,102,0.2,14:00:00,102,15:00:00,104,0.2,300,15:00-15:30,80,9,5,16:00:00,70,16:10:00,75,17:00-17:10,320,3.5,3.5,17:30-18:30,18:30:00,60,19:30:00,50,19:30-20:30,21:00-22:00,,800,0.15,360
sample_19,300,,405,700,14:00:00,24,,,15:30:00,100,16:30:00,102,0.2,17:30:00,104,18:30:00,104,0.2,300,19:30-20:00,30,9,5,20:00:00,70,20:30:00,78,5:00-6:00,310,3.5,3.5,6:00-7:00,7:00:00,60,12:00:00,40,12:30-14:00,14:30-16:00,,800,0.15,420
sample_78,300,,405,700,22:00:00,29,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,79,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420
sample_1450,300,,405,700,15:30:00,21,,,16:30:00,100,17:30:00,102,0.2,18:30:00,103,19:30:00,102,0.2,300,21:00-21:30,40,9,5,21:30:00,70,22:00:00,78,4:00-5:00,310,3.5,3.5,5:00-6:30,6:30:00,65,12:00:00,40,12:00-13:30,14:00-15:30,,800,0.15,400
sample_1198,300,,405,700,14:00:00,29,,,16:00:00,101,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,75,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,400
sample_56,300,,405,700,9:00:00,18,,,10:00:00,100,11:00:00,105,0.2,12:00:00,105,13:00:00,106,0.2,300,13:20-13:50,50,9,5,14:20:00,70,14:50:00,74,14:50-16:00,350,3.5,3.5,16:00-17:00,17:00:00,70,18:30:00,45,18:30-20:00,20:30-22:00,,800,0.15,400
sample_428,300,125,,980,14:00:00,21,,,16:00:00,100,17:00:00,102,0.2,18:00:00,104,19:00:00,106,0.2,100,19:00-19:30,50,10,5,19:30:00,80,20:00:00,70,20:00-21:00,300,3.5,3.5,20:10-22:00,22:00:00,60,23:00:00,45,23:00-0:30,0:30-1:30,,800,0.15,400
sample_1709,300,,405,700,9:30:00,20,,,11:30:00,101,12:30:00,103,0.2,13:30:00,104,14:30:00,106,0.2,200,14:30-15:30,50,9,5,16:00:00,71,16:30:00,78,16:30-17:30,380,3.5,3.5,17:30-18:30,18:30:00,75,21:00:00,45,21:00-22:30,23:00-1:00,,800,0.15,400
sample_109,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400
sample_1267,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,420
sample_530,300,,405,700,22:00:00,27,,,23:30:00,100,0:30:00,101,0.2,1:30:00,103,2:30:00,105,0.2,300,4:00-4:30,50,9,5,5:00:00,70,5:30:00,78,11:30-12:30,340,3.5,3.5,12:30-14:00,14:00:00,65,17:00:00,45,19:00-21:00,21:30-23:00,,800,0.15,400
sample_564,300,,405,700,1:00:00,29,,,3:00:00,101,4:00:00,103,0.2,5:00:00,104,6:00:00,105,0.2,200,6:00-7:00,50,9,5,7:00:00,80,8:00:00,73,8:00-9:00,320,3.5,3.5,9:00-10:00,10:00:00,80,12:00:00,45,12:00-13:30,13:30-15:00,15:00-16:00,1200,0.15,420
sample_1249,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,78,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,420
sample_207,300,,405,700,14:00:00,29,,,16:00:00,101,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,78,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,400
sample_1179,300,,405,700,6:00:00,30,,,8:00:00,101,9:00:00,102,0.2,10:00:00,105,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,75,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,74,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400
sample_1221,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,102,0.2,10:00:00,103,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,78,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,78,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400
sample_260,300,,405,700,14:00:00,30,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,460
sample_741,300,,405,700,6:00:00,29,,,8:00:00,100,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-20:00,,,1200,0.15,440
sample_1984,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,104,0.2,18:00:00,105,19:00:00,106,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,440
sample_460,300,,405,700,22:00:00,36,,,23:00:00,100,0:00:00,102,0.2,1:00:00,103,2:00:00,104,0.2,200,2:00-2:30,50,9,5,2:30:00,70,3:00:00,77,3:00-4:00,300,3.5,3.5,4:00-5:30,5:30:00,60,8:00:00,36,14:00-15:30,16:30-18:00,,800,0.15,400
sample_67,300,,405,700,16:00:00,18,,,17:00:00,100,18:00:00,104,0.2,19:00:00,105,20:00:00,106,0.2,300,20:20-20:50,50,9,5,21:20:00,70,21:50:00,76,21:50-23:00,350,3.5,3.5,23:00-0:00,0:00:00,69,1:30:00,45,1:30-3:00,3:30-5:00,,800,0.15,400
sample_255,300,,405,700,21:00:00,30,,,23:00:00,102,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,440
sample_406,300,,405,700,16:00:00,20,,,17:30:00,100,18:30:00,102,0.2,19:30:00,105,20:30:00,107,0.2,200,20:30-21:30,50,10,5,22:00:00,71,22:30:00,79,22:30-23:30,380,3.5,3.5,23:30-0:30,0:30:00,76,2:30:00,47,2:30-4:00,4:00-5:30,,800,0.15,420
sample_610,300,,405,700,6:00:00,20,,,8:00:00,100,9:00:00,102,0.2,10:00:00,101,11:00:00,103,0.2,200,11:00-12:00,50,9,5,12:00:00,90,12:30:00,75,12:30-13:30,350,3.5,3.5,13:30-14:30,14:30:00,72,16:30:00,45,16:30-17:30,18:30-19:30,20:30-21:30,1200,0.15,420
sample_1782,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,420
sample_1968,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,104,0.2,18:00:00,105,19:00:00,106,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,440
sample_971,300,,405,700,20:30:00,26,,,22:00:00,100,23:00:00,102,0.2,0:00:00,104,1:00:00,106,0.2,300,1:15-1:45,30,10,5,2:00:00,70,2:30:00,75,3:15-4:15,300,3.5,3.5,4:30-5:30,5:30:00,56,8:00:00,40,9:30-10:40,11:40-12:50,,800,0.15,420
sample_1838,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400
sample_426,300,125,,980,22:00:00,22,,,0:00:00,100,1:00:00,103,0.2,2:00:00,105,3:00:00,106,0.2,100,3:30-4:00,50,9,5,4:30:00,80,5:00:00,78,5:00-6:00,280,3.5,3.5,6:00-7:00,7:00:00,60,8:30:00,45,9:30-10:30,11:00-12:00,,800,0.15,400
sample_1422,300,,405,700,9:00:00,24,,,10:30:00,100,11:30:00,102,0.2,12:30:00,102,13:30:00,102,0.2,300,15:30-16:00,50,10,5,16:00:00,70,16:30:00,78,23:00-0:30,300,3.5,3.5,0:30-1:30,1:30:00,60,4:00:00,40,8:00-9:00,10:00-11:30,,800,0.15,400
sample_479,300,,405,700,11:00:00,34,,,12:30:00,100,13:30:00,102,0.2,14:30:00,104,15:30:00,105,0.2,200,16:00-16:30,50,10,5,17:00:00,70,17:30:00,77,22:00-23:00,290,3.5,3.5,23:00-0:00,0:00:00,65,3:00:00,45,5:00-6:30,7:00-8:30,,800,0.15,400
sample_191,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,104,0.2,10:00:00,106,11:00:00,107,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,72,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,79,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400
sample_480,300,,405,700,20:00:00,21,,,21:30:00,100,22:30:00,102,0.2,23:30:00,104,0:30:00,105,0.2,200,1:00-1:30,50,9,5,2:00:00,70,2:30:00,78,7:00-8:00,290,3.5,3.5,8:30-10:00,10:00:00,65,13:00:00,45,14:00-15:30,16:30-18:30,,800,0.15,400
sample_1236,300,,405,700,14:00:00,29,,,16:00:00,101,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:00-4:00,4:00-5:00,1200,0.15,400
sample_1352,300,,405,700,6:00:00,30,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440
sample_1201,300,,405,700,14:00:00,28,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,400
sample_1643,300,,405,700,22:00:00,30,,,0:00:00,101,1:00:00,102,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,79,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420
sample_941,300,,405,700,10:00:00,24,,,11:00:00,100,12:00:00,103,0.2,13:00:00,104,14:00:00,106,0.2,300,14:10-14:40,50,9,5,15:00:00,70,15:30:00,77,15:30-16:30,320,3.5,3.5,17:00-18:00,18:00:00,67,20:00:00,45,20:10-21:10,21:20-22:30,,900,0.15,400
sample_1459,300,,405,700,13:00:00,40,,,14:30:00,103,15:30:00,104,0.2,16:30:00,103,17:30:00,104,0.2,300,22:30-23:00,50,10,5,23:30:00,70,0:00:00,75,7:00-7:30,350,3.5,3.5,7:30-8:30,10:00:00,65,11:30:00,45,11:30-12:30,13:00-14:00,,800,0.15,400
sample_796,300,,405,700,21:00:00,29,,,23:00:00,102,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-11:00,,,1200,0.15,440
sample_1729,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:30,1200,0.15,400
sample_533,300,,405,700,3:00:00,21,,,4:30:00,100,5:30:00,102,0.2,6:30:00,104,7:30:00,105,0.2,300,8:00-8:30,50,9,5,8:30:00,70,9:00:00,78,15:30-16:30,320,3.5,3.5,16:30-17:30,17:30:00,65,0:00:00,45,0:00-1:30,2:30-4:00,,800,0.15,400
sample_794,300,,405,700,6:00:00,30,,,8:00:00,102,9:00:00,104,0.2,10:00:00,105,11:00:00,106,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440
sample_1022,300,,405,700,10:30:00,36,,,12:00:00,100,13:00:00,100,0.2,14:00:00,102,15:00:00,103,0.2,200,15:30-16:00,50,10,5,16:00:00,70,16:30:00,72,21:00-22:00,290,3.5,3.5,22:00-23:00,23:00:00,65,2:00:00,45,5:00-6:30,7:30-9:00,,800,0.15,400
sample_46,300,,405,700,8:00:00,24,,,9:00:00,100,10:00:00,102,0.2,11:00:00,103,12:00:00,102,0.2,300,16:00-16:30,50,9,5,16:30:00,70,17:00:00,78,23:00-0:00,310,3.5,3.5,00:00-1:30,1:30:00,65,8:00:00,40,8:00-9:30,10:00-11:30,,800,0.15,440
sample_1166,300,,405,700,14:00:00,19,,,16:00:00,100,17:00:00,102,0.2,18:00:00,104,19:00:00,106,0.2,200,19:00-20:00,50,9,5,20:00:00,91,20:30:00,78,20:30-21:30,380,3.5,3.5,21:30-22:30,22:30:00,65,0:30:00,45,0:30-1:30,2:00-3:00,3:30-4:30,1200,0.15,400
sample_211,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400
sample_1986,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-16:00,16:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440
sample_447,300,,405,700,19:30:00,29,,,20:30:00,100,21:30:00,102,0.2,22:30:00,103,23:30:00,105,0.2,200,23:30-0:10,40,9,5,0:40:00,70,1:15:00,78,0:45-1:45,280,3.5,3.5,1:45-2:45,2:45:00,65,9:30:00,40,9:30-11:00,11:30-13:00,,800,0.15,400
sample_826,300,,405,700,21:00:00,27,,,23:00:00,102,0:00:00,104,0.2,1:00:00,105,2:00:00,106,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,440
sample_1028,300,,405,700,5:00:00,30,,,6:30:00,100,7:30:00,102,0.2,8:30:00,103,9:30:00,103,0.2,200,10:00-10:30,50,10,5,11:00:00,70,11:30:00,77,17:00-18:00,300,3.5,3.5,18:00-19:00,19:00:00,60,21:30:00,45,0:00-1:30,2:30-4:00,,800,0.15,400
sample_119,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,105,11:00:00,107,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,72,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,78,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400
sample_901,300,,405,700,21:00:00,38,21:10:00,80,22:30:00,100,23:30:00,103,0.2,0:30:00,102,1:30:00,102,0.2,300,6:00-6:30,50,9,5,6:30:00,70,7:00:00,75,14:30-15:00,370,3.5,3.5,15:00-17:00,17:00:00,50,22:00:00,39,22:00-23:30,0:30-2:00,,800,0.15,400
sample_216,300,,405,700,14:00:00,29,,,16:00:00,101,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,420
sample_531,300,,405,700,5:00:00,30,,,6:30:00,100,7:30:00,102,0.2,8:30:00,102,9:30:00,104,0.2,300,15:00-15:30,50,9,5,16:00:00,70,16:30:00,78,22:00-23:00,340,3.5,3.5,23:00-0:00,8:00:00,65,3:00:00,45,4:30-6:00,6:30-8:00,,800,0.15,420
sample_675,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,79,21:00:00,72,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,400
sample_1300,300,,405,700,14:00:00,30,,,16:00:00,103,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,460
sample_620,300,,405,700,22:00:00,30,,,0:00:00,101,1:00:00,102,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,72,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,79,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420
sample_1094,300,,405,700,4:00:00,29,,,5:30:00,100,6:30:00,101,0.2,7:30:00,103,8:00:00,105,0.2,300,8:30-9:00,50,10,5,9:30:00,70,10:00:00,78,16:30-17:30,340,3.5,3.5,17:30-19:00,19:00:00,65,21:00:00,45,0:00-1:30,2:30-4:00,,800,0.15,440
sample_1239,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400
sample_841,300,125,,980,8:00:00,24,,,9:30:00,100,10:30:00,101,0.2,11:30:00,102,12:30:00,102,0.2,300,12:30-13:00,30,10,5,13:30:00,76,14:00:00,70,18:00-19:00,320,3.5,3.5,19:00-20:30,20:30:00,60,22:00:00,40,22:00-23:30,0:30-2:00,,800,0.15,400
sample_28,300,,405,700,4:00:00,21,,,5:00:00,100,6:00:00,102,0.2,7:00:00,103,8:00:00,104,0.2,300,11:30-12:00,34,9,5,12:00:00,70,13:30:00,78,19:00-20:00,316,3.5,3.5,20:00-21:00,21:00:00,60,2:00:00,40,3:00-4:30,5:00-6:30,,800,0.15,420
sample_1953,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,440
sample_517,300,,405,700,16:00:00,21,,,17:30:00,100,18:30:00,102,0.2,19:30:00,104,20:30:00,105,0.2,300,21:00-21:30,50,9,5,22:00:00,70,22:30:00,78,5:30-6:30,320,3.5,3.5,6:30-8:00,8:00:00,65,12:00:00,50,12:00-13:30,14:00-15:30,,800,0.15,420
sample_1218,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,105,11:00:00,104,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,76,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,74,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400
sample_1128,300,,405,700,18:00:00,29,,,20:00:00,101,21:00:00,103,0.2,22:00:00,104,23:00:00,105,0.2,200,23:00-0:00,50,9,5,0:00:00,80,1:00:00,45,1:00-2:00,320,3.5,3.5,2:00-3:00,3:00:00,80,5:00:00,45,5:00-6:30,6:30-8:00,8:00-9:00,1200,0.15,400
sample_1109,300,,405,700,9:00:00,29,,,11:00:00,101,12:00:00,103,0.2,13:00:00,104,14:00:00,105,0.2,200,14:00-15:00,50,9,5,15:00:00,80,16:00:00,73,16:00-17:00,320,3.5,3.5,2:00-3:00,3:00:00,80,5:00:00,45,5:00-6:30,6:30-8:00,8:00-9:00,1200,0.15,400
sample_580,300,,405,700,8:00:00,29,,,10:00:00,101,11:00:00,103,0.2,12:00:00,104,13:00:00,105,0.2,200,13:00-14:00,50,9,5,14:00:00,80,15:00:00,73,15:00-16:00,320,3.5,3.5,16:00-17:00,17:00:00,80,19:00:00,45,19:00-20:30,20:30-22:00,22:00-23:00,1200,0.15,400
